Order_ID,Order_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method
ORD00467,2025-01-03,CUST0426,West,Accessories,Webcam,2,757.23,0.17,1257.0,676.65,580.35,Credit Card
ORD00468,2024-09-19,CUST0267,Central,Electronics,Keyboard,8,826.26,0.03,6411.78,4890.73,1521.05,Net Banking
ORD00469,2024-02-15,CUST0309,North,Electronics,Laptop,6,843.57,0.09,4605.89,3541.79,1064.1,Credit Card
ORD00470,2025-04-24,CUST0305,South,Accessories,Mouse,6,468.47,0.24,2136.22,1430.93,705.29,UPI
ORD00471,2025-01-01,CUST0313,South,Electronics,Headphones,6,834.7,0.2,4006.56,2248.86,1757.7,Credit Card
ORD00472,2024-12-13,CUST0273,East,Accessories,Webcam,3,133.55,0.04,384.62,181.3,203.32,Net Banking
ORD00473,2024-12-23,CUST0106,East,Office Supplies,Printer Paper,4,613.04,0.03,2378.6,1805.7,572.9,UPI
ORD00474,2025-05-04,CUST0007,North,Accessories,Mouse,6,979.39,0.02,5758.81,4231.59,1527.22,Debit Card
ORD00475,2024-11-01,CUST0230,East,Office Supplies,Notebook,9,287.17,0.07,2403.61,1523.51,880.1,Net Banking
ORD00476,2025-10-05,CUST0427,South,Accessories,Mouse,1,260.56,0.17,216.26,100.2,116.06,Net Banking
ORD00477,2024-10-18,CUST0434,West,Electronics,Laptop,7,900.94,0.22,4919.13,3207.0,1712.13,UPI
ORD00478,2025-07-12,CUST0251,East,Accessories,USB Hub,9,606.54,0.07,5076.74,2539.46,2537.28,UPI
ORD00479,2024-02-08,CUST0489,West,Electronics,Headphones,5,139.31,0.23,536.34,383.11,153.23,Debit Card
ORD00480,2025-06-13,CUST0090,Central,Accessories,Webcam,6,725.72,0.16,3657.63,2706.75,950.88,UPI
ORD00481,2025-01-24,CUST0070,West,Accessories,USB Hub,1,498.19,0.25,373.64,210.73,162.91,Net Banking
ORD00482,2025-06-25,CUST0249,South,Furniture,Cabinet,6,714.89,0.11,3817.51,3048.18,769.33,Credit Card
ORD00483,2024-09-02,CUST0405,West,Electronics,Monitor,5,1183.17,0.15,5028.47,2864.45,2164.02,UPI
ORD00484,2025-05-01,CUST0373,West,Furniture,Desk,1,859.0,0.09,781.69,518.75,262.94,Debit Card
ORD00485,2024-07-04,CUST0417,West,Electronics,Monitor,3,300.14,0.11,801.37,571.57,229.8,UPI
ORD00486,2024-01-22,CUST0450,West,Furniture,Bookshelf,4,315.13,0.07,1172.28,734.13,438.15,UPI
ORD00487,2025-11-09,CUST0412,West,Office Supplies,Printer Paper,9,679.17,0.0,6112.53,3279.92,2832.61,UPI
ORD00488,2025-12-27,CUST0197,South,Accessories,USB Hub,1,865.98,0.05,822.68,387.36,435.32,Credit Card
ORD00489,2025-01-21,CUST0339,South,Electronics,Headphones,7,573.24,0.16,3370.65,1531.35,1839.3,Net Banking
ORD00490,2024-05-26,CUST0067,South,Electronics,Laptop,3,95.7,0.1,258.39,162.55,95.84,Net Banking
ORD00491,2024-01-16,CUST0333,East,Accessories,USB Hub,4,30.85,0.01,122.17,78.63,43.54,Net Banking
ORD00492,2025-02-28,CUST0278,North,Electronics,Laptop,5,92.07,0.02,451.14,209.97,241.17,Credit Card
ORD00493,2025-01-03,CUST0473,South,Electronics,Headphones,1,508.98,0.15,432.63,263.47,169.16,Net Banking
ORD00494,2025-02-23,CUST0377,East,Furniture,Desk,1,1198.8,0.19,971.03,668.26,302.77,Debit Card
ORD00495,2025-10-19,CUST0315,West,Electronics,Keyboard,5,1424.49,0.04,6837.55,3991.41,2846.14,UPI
ORD00496,2025-04-12,CUST0220,North,Office Supplies,Notebook,3,510.1,0.19,1239.54,737.26,502.28,Net Banking
ORD00497,2025-03-07,CUST0487,Central,Office Supplies,Printer Paper,9,165.67,0.24,1133.18,747.64,385.54,Credit Card
ORD00498,2025-01-04,CUST0175,West,Accessories,Mouse,9,95.44,0.15,730.12,381.65,348.47,UPI
ORD00499,2024-11-04,CUST0026,Central,Electronics,Laptop,2,949.06,0.16,1594.42,1188.34,406.08,Net Banking
ORD00500,2025-03-15,CUST0275,South,Accessories,Laptop Stand,9,953.46,0.18,7036.53,4674.34,2362.19,Net Banking
ORD00501,2024-06-25,CUST0037,South,Office Supplies,Stapler,1,1252.27,0.2,1001.82,754.62,247.2,UPI
ORD00502,2024-11-05,CUST0150,West,Electronics,Monitor,3,700.27,0.17,1743.67,1162.18,581.49,Net Banking
ORD00503,2024-03-25,CUST0409,North,Electronics,Keyboard,8,254.93,0.24,1549.97,1174.66,375.31,Credit Card
ORD00504,2024-12-17,CUST0158,Central,Accessories,Webcam,7,468.19,0.18,2687.41,1868.43,818.98,UPI
ORD00505,2025-04-10,CUST0088,East,Office Supplies,Printer Paper,7,380.83,0.16,2239.28,1163.5,1075.78,UPI
ORD00506,2025-10-07,CUST0347,North,Electronics,Headphones,3,545.15,0.2,1308.36,846.98,461.38,Credit Card
ORD00507,2025-08-11,CUST0177,West,Accessories,Mouse,9,1198.44,0.18,8844.49,5868.65,2975.84,Credit Card
ORD00508,2024-02-27,CUST0498,North,Office Supplies,Printer Paper,5,110.17,0.17,457.21,234.99,222.22,Debit Card
ORD00509,2024-06-16,CUST0259,Central,Accessories,USB Hub,9,379.02,0.02,3342.96,1877.21,1465.75,UPI
ORD00510,2024-12-09,CUST0237,East,Furniture,Desk,8,65.78,0.18,431.52,248.8,182.72,Debit Card
ORD00511,2025-04-26,CUST0345,South,Electronics,Laptop,4,427.79,0.12,1505.82,741.76,764.06,Credit Card
ORD00512,2025-10-02,CUST0042,East,Furniture,Bookshelf,7,655.92,0.19,3719.07,2862.06,857.01,Credit Card
ORD00513,2025-10-07,CUST0021,South,Office Supplies,Printer Paper,8,385.35,0.08,2836.18,1827.34,1008.84,Debit Card
ORD00514,2025-06-25,CUST0244,South,Furniture,Cabinet,9,140.73,0.02,1241.24,633.21,608.03,Net Banking
ORD00515,2024-06-16,CUST0009,Central,Furniture,Cabinet,4,553.36,0.15,1881.42,1101.77,779.65,Credit Card
ORD00516,2024-03-09,CUST0247,Central,Office Supplies,Printer Paper,4,413.68,0.08,1522.34,982.05,540.29,Net Banking
ORD00517,2025-09-12,CUST0330,Central,Accessories,USB Hub,2,1331.15,0.2,2129.84,972.55,1157.29,UPI
ORD00518,2024-04-26,CUST0267,East,Furniture,Desk,8,964.96,0.08,7102.11,3337.93,3764.18,Credit Card
ORD00519,2024-03-13,CUST0308,South,Accessories,Mouse,4,760.09,0.17,2523.5,1346.72,1176.78,Debit Card
ORD00520,2025-10-30,CUST0206,South,Furniture,Cabinet,7,938.15,0.2,5253.64,2518.09,2735.55,UPI
ORD00521,2024-07-01,CUST0209,Central,Accessories,Mouse,7,244.03,0.04,1639.88,926.52,713.36,Debit Card
ORD00522,2024-04-08,CUST0082,East,Office Supplies,Notebook,7,955.39,0.18,5483.94,3172.11,2311.83,Debit Card
ORD00523,2025-01-01,CUST0318,North,Furniture,Cabinet,5,363.69,0.1,1636.61,890.65,745.96,Net Banking
ORD00524,2025-04-11,CUST0358,West,Office Supplies,Stapler,9,499.12,0.19,3638.58,1819.68,1818.9,UPI
ORD00525,2025-11-21,CUST0072,South,Furniture,Chair,3,1186.2,0.23,2740.12,1489.52,1250.6,Net Banking
ORD00526,2024-01-07,CUST0155,South,Office Supplies,Pen Set,4,738.76,0.14,2541.33,1967.43,573.9,Debit Card
ORD00527,2024-05-05,CUST0409,North,Office Supplies,Pen Set,9,1369.49,0.02,12078.9,9043.05,3035.85,Debit Card
ORD00528,2024-07-07,CUST0078,East,Furniture,Cabinet,3,472.95,0.02,1390.47,711.91,678.56,Debit Card
ORD00529,2024-06-27,CUST0276,East,Furniture,Cabinet,5,1030.33,0.06,4842.55,3778.4,1064.15,UPI
ORD00530,2024-02-04,CUST0379,East,Furniture,Desk,1,904.8,0.02,886.7,599.76,286.94,Debit Card
ORD00531,2024-06-20,CUST0087,North,Electronics,Laptop,8,1292.33,0.24,7857.37,4134.54,3722.83,UPI
ORD00532,2025-11-29,CUST0383,North,Accessories,USB Hub,5,961.35,0.1,4326.07,2821.63,1504.44,UPI
ORD00533,2025-09-02,CUST0116,Central,Electronics,Headphones,5,1472.24,0.23,5668.12,4403.3,1264.82,Credit Card
ORD00534,2025-05-16,CUST0206,South,Electronics,Keyboard,1,470.28,0.03,456.17,302.99,153.18,UPI
ORD00535,2025-08-13,CUST0387,Central,Office Supplies,Stapler,6,537.7,0.22,2516.44,1337.68,1178.76,Credit Card
ORD00536,2024-01-01,CUST0034,West,Furniture,Chair,8,1466.83,0.15,9974.44,7963.75,2010.69,Debit Card
ORD00537,2025-12-04,CUST0253,North,Accessories,Mouse,2,267.84,0.12,471.4,217.62,253.78,Debit Card
ORD00538,2025-08-23,CUST0056,Central,Office Supplies,Printer Paper,8,607.2,0.12,4274.69,2598.77,1675.92,Net Banking
ORD00539,2024-05-07,CUST0113,East,Electronics,Laptop,5,1230.08,0.22,4797.31,3591.43,1205.88,Credit Card
ORD00540,2025-01-24,CUST0081,North,Furniture,Cabinet,7,1133.13,0.13,6900.76,3880.29,3020.47,Credit Card
ORD00541,2025-12-13,CUST0197,South,Office Supplies,Notebook,4,22.43,0.09,81.65,53.05,28.6,Credit Card
ORD00542,2025-11-04,CUST0439,Central,Furniture,Chair,9,839.66,0.13,6574.54,3606.05,2968.49,Debit Card
ORD00543,2024-08-03,CUST0132,West,Office Supplies,Stapler,1,1091.56,0.23,840.5,504.88,335.62,Credit Card
ORD00544,2025-08-04,CUST0318,South,Furniture,Chair,1,1083.7,0.03,1051.19,486.13,565.06,UPI
ORD00545,2024-04-22,CUST0229,East,Electronics,Monitor,8,77.66,0.1,559.15,408.65,150.5,UPI
ORD00546,2025-12-08,CUST0323,South,Accessories,Mouse,1,1294.94,0.22,1010.05,458.03,552.02,Debit Card
ORD00547,2024-02-21,CUST0370,East,Electronics,Keyboard,8,433.58,0.2,2774.91,2109.7,665.21,Credit Card
ORD00548,2025-11-21,CUST0198,West,Accessories,Mouse,9,30.33,0.1,245.67,130.74,114.93,Net Banking
ORD00549,2025-01-18,CUST0431,East,Furniture,Bookshelf,6,1488.0,0.24,6785.28,3378.78,3406.5,Debit Card
ORD00550,2025-06-17,CUST0459,West,Office Supplies,Stapler,9,451.21,0.1,3654.8,2126.74,1528.06,Debit Card
ORD00551,2024-04-21,CUST0402,South,Electronics,Laptop,3,508.63,0.03,1480.11,1159.95,320.16,Credit Card
ORD00552,2025-07-21,CUST0375,East,Accessories,Webcam,7,263.14,0.2,1473.58,726.29,747.29,Credit Card
ORD00553,2025-04-21,CUST0198,Central,Electronics,Headphones,2,1365.96,0.05,2595.32,1913.89,681.43,Credit Card
ORD00554,2024-03-01,CUST0054,South,Accessories,USB Hub,1,385.5,0.21,304.55,155.04,149.51,Net Banking
ORD00555,2025-11-29,CUST0023,West,Electronics,Headphones,1,1257.9,0.13,1094.37,497.97,596.4,Credit Card
ORD00556,2024-11-22,CUST0096,East,Accessories,USB Hub,2,578.04,0.1,1040.47,666.52,373.95,Debit Card
ORD00557,2024-12-05,CUST0129,Central,Accessories,Webcam,2,479.26,0.13,833.91,607.72,226.19,Debit Card
ORD00558,2025-02-13,CUST0461,West,Furniture,Chair,3,578.5,0.1,1561.95,724.64,837.31,UPI
ORD00559,2024-07-03,CUST0069,Central,Accessories,Webcam,1,83.79,0.04,80.44,47.24,33.2,Debit Card
ORD00560,2024-06-02,CUST0035,East,Furniture,Bookshelf,1,772.05,0.16,648.52,400.27,248.25,UPI
ORD00561,2024-11-09,CUST0032,South,Accessories,Mouse,2,686.42,0.13,1194.37,849.2,345.17,UPI
ORD00562,2024-04-12,CUST0010,South,Office Supplies,Stapler,9,515.49,0.08,4268.26,2870.3,1397.96,Debit Card
ORD00563,2025-09-18,CUST0191,South,Office Supplies,Printer Paper,4,836.87,0.06,3146.63,1885.14,1261.49,UPI
ORD00564,2024-10-10,CUST0209,East,Office Supplies,Pen Set,8,888.04,0.13,6180.76,4423.93,1756.83,Debit Card
ORD00565,2025-08-23,CUST0215,West,Accessories,Webcam,2,579.77,0.13,1008.8,599.82,408.98,Debit Card
ORD00566,2024-04-26,CUST0166,North,Furniture,Cabinet,1,1283.41,0.18,1052.4,606.33,446.07,Credit Card
ORD00567,2024-05-09,CUST0352,North,Furniture,Cabinet,8,326.44,0.14,2245.91,1192.71,1053.2,Net Banking
ORD00568,2025-01-02,CUST0094,South,Accessories,Webcam,8,475.37,0.23,2928.28,1483.45,1444.83,UPI
ORD00569,2024-09-30,CUST0042,West,Office Supplies,Notebook,5,676.78,0.07,3147.03,1505.33,1641.7,Credit Card
ORD00570,2024-05-11,CUST0338,East,Office Supplies,Notebook,2,317.87,0.22,495.88,243.09,252.79,Net Banking
ORD00571,2024-06-03,CUST0271,West,Furniture,Cabinet,8,876.87,0.01,6944.81,3888.51,3056.3,Credit Card
ORD00572,2025-11-16,CUST0092,North,Office Supplies,Stapler,3,148.92,0.12,393.15,272.06,121.09,Debit Card
ORD00573,2025-08-10,CUST0177,East,Electronics,Headphones,5,301.7,0.23,1161.55,747.74,413.81,UPI
ORD00574,2025-09-21,CUST0263,West,Furniture,Desk,7,1252.75,0.25,6576.94,4781.1,1795.84,Net Banking
ORD00575,2025-04-08,CUST0144,South,Office Supplies,Pen Set,6,604.68,0.01,3591.8,2121.52,1470.28,Net Banking
ORD00576,2024-08-20,CUST0334,East,Furniture,Desk,7,548.33,0.16,3224.18,1661.25,1562.93,Debit Card
ORD00577,2025-03-11,CUST0068,Central,Electronics,Monitor,7,737.34,0.01,5109.77,2979.86,2129.91,Debit Card
ORD00578,2025-07-09,CUST0417,Central,Furniture,Bookshelf,2,652.12,0.12,1147.73,877.19,270.54,Debit Card
ORD00579,2025-07-31,CUST0234,North,Furniture,Cabinet,2,1006.76,0.13,1751.76,1051.17,700.59,UPI
ORD00580,2024-10-02,CUST0187,East,Furniture,Bookshelf,7,593.79,0.03,4031.83,2855.98,1175.85,UPI
ORD00581,2025-11-04,CUST0044,Central,Furniture,Cabinet,8,1159.23,0.24,7048.12,4586.54,2461.58,Debit Card
ORD00582,2025-01-07,CUST0051,East,Electronics,Monitor,4,196.68,0.08,723.78,532.35,191.43,Debit Card
ORD00583,2025-06-06,CUST0143,East,Accessories,Laptop Stand,5,150.44,0.19,609.28,454.91,154.37,Debit Card
ORD00584,2025-06-12,CUST0154,Central,Furniture,Desk,7,1187.75,0.03,8064.82,4025.89,4038.93,Net Banking
ORD00585,2025-06-30,CUST0119,South,Furniture,Desk,9,848.42,0.21,6032.27,4122.6,1909.67,Net Banking
ORD00586,2025-10-18,CUST0451,East,Office Supplies,Printer Paper,7,403.18,0.01,2794.04,1967.37,826.67,Credit Card
ORD00587,2024-08-01,CUST0121,West,Furniture,Cabinet,7,908.86,0.04,6107.54,3560.13,2547.41,Debit Card
ORD00588,2025-01-26,CUST0125,East,Office Supplies,Notebook,3,1385.45,0.19,3366.64,2212.22,1154.42,UPI
ORD00589,2025-10-12,CUST0124,Central,Accessories,USB Hub,9,911.65,0.12,7220.27,4585.09,2635.18,Net Banking
ORD00590,2025-04-04,CUST0253,South,Electronics,Monitor,5,1211.66,0.05,5755.39,2761.08,2994.31,Credit Card
ORD00591,2024-05-14,CUST0393,North,Electronics,Monitor,5,222.53,0.02,1090.4,831.64,258.76,Debit Card
ORD00592,2025-01-09,CUST0446,South,Accessories,Webcam,6,74.34,0.12,392.52,222.84,169.68,Debit Card
ORD00593,2025-12-12,CUST0405,Central,Electronics,Laptop,3,1116.18,0.12,2946.72,1414.1,1532.62,Credit Card
ORD00594,2024-12-17,CUST0460,South,Accessories,Webcam,7,735.58,0.11,4582.66,2182.32,2400.34,UPI
ORD00595,2024-02-26,CUST0180,Central,Accessories,Webcam,9,1157.75,0.02,10211.35,6656.6,3554.75,UPI
ORD00596,2024-08-16,CUST0226,West,Accessories,Laptop Stand,7,668.09,0.21,3694.54,2001.86,1692.68,UPI
ORD00597,2025-08-06,CUST0381,West,Electronics,Keyboard,2,532.37,0.16,894.38,512.09,382.29,Credit Card
ORD00598,2024-06-12,CUST0161,Central,Office Supplies,Printer Paper,7,1154.56,0.24,6142.26,4849.47,1292.79,Net Banking
ORD00599,2024-10-05,CUST0251,North,Accessories,Mouse,4,1275.31,0.17,4234.03,2335.13,1898.9,Net Banking
ORD00600,2024-01-05,CUST0410,Central,Furniture,Cabinet,2,103.21,0.12,181.65,139.78,41.87,UPI
ORD00601,2025-08-10,CUST0386,East,Electronics,Laptop,3,1281.03,0.14,3305.06,2082.72,1222.34,Net Banking
ORD00602,2024-10-08,CUST0474,West,Accessories,Laptop Stand,2,577.94,0.15,982.5,469.54,512.96,Net Banking
ORD00603,2025-01-31,CUST0005,East,Accessories,USB Hub,8,1124.35,0.2,7195.84,3642.59,3553.25,Debit Card
ORD00604,2025-09-30,CUST0263,West,Furniture,Cabinet,9,214.31,0.08,1774.49,923.85,850.64,Net Banking
ORD00605,2024-01-26,CUST0445,Central,Office Supplies,Stapler,4,1139.55,0.12,4011.22,2122.04,1889.18,UPI
ORD00606,2025-04-05,CUST0151,East,Office Supplies,Notebook,5,713.46,0.04,3424.61,2721.29,703.32,Net Banking
ORD00607,2024-10-26,CUST0396,South,Office Supplies,Printer Paper,4,1261.14,0.2,4035.65,2265.08,1770.57,Credit Card
ORD00608,2025-11-24,CUST0284,East,Accessories,Laptop Stand,1,148.33,0.13,129.05,99.32,29.73,Credit Card
ORD00609,2025-08-12,CUST0075,South,Accessories,Webcam,2,1132.11,0.24,1720.81,1181.88,538.93,Debit Card
ORD00610,2024-11-02,CUST0074,East,Accessories,Laptop Stand,5,511.62,0.18,2097.64,1505.81,591.83,Credit Card
ORD00611,2025-06-05,CUST0396,West,Electronics,Keyboard,6,479.25,0.1,2587.95,1384.01,1203.94,UPI
ORD00612,2024-04-10,CUST0451,North,Furniture,Chair,8,521.44,0.1,3754.37,2003.54,1750.83,Credit Card
ORD00613,2024-08-13,CUST0105,West,Accessories,Mouse,2,1116.49,0.14,1920.36,1303.45,616.91,Credit Card
ORD00614,2024-03-09,CUST0354,South,Furniture,Desk,2,1118.71,0.06,2103.17,989.46,1113.71,Credit Card
ORD00615,2024-06-18,CUST0246,South,Furniture,Bookshelf,1,611.97,0.01,605.85,396.32,209.53,Credit Card
ORD00616,2024-07-17,CUST0215,South,Office Supplies,Printer Paper,6,1197.58,0.02,7041.77,3864.59,3177.18,Credit Card
ORD00617,2024-06-16,CUST0048,East,Electronics,Headphones,8,998.79,0.01,7910.42,4579.24,3331.18,UPI
ORD00618,2025-01-01,CUST0461,East,Accessories,Webcam,7,1366.7,0.18,7844.86,5128.38,2716.48,Net Banking
ORD00619,2025-05-17,CUST0124,North,Office Supplies,Pen Set,4,1140.25,0.17,3785.63,2847.83,937.8,Net Banking
ORD00620,2024-09-02,CUST0437,West,Office Supplies,Stapler,5,637.4,0.22,2485.86,1296.12,1189.74,UPI
ORD00621,2025-02-06,CUST0414,Central,Accessories,USB Hub,5,614.51,0.13,2673.12,1988.29,684.83,Debit Card
ORD00622,2024-01-07,CUST0249,West,Furniture,Chair,4,460.83,0.2,1474.66,907.02,567.64,Credit Card
ORD00623,2024-10-23,CUST0461,Central,Office Supplies,Pen Set,2,1234.41,0.0,2468.82,1505.62,963.2,Debit Card
ORD00624,2024-07-11,CUST0092,North,Furniture,Chair,6,540.79,0.18,2660.69,1683.0,977.69,UPI
ORD00625,2024-02-27,CUST0185,West,Electronics,Monitor,5,1153.49,0.02,5652.1,2636.54,3015.56,Credit Card
ORD00626,2025-10-14,CUST0334,North,Furniture,Cabinet,6,696.45,0.07,3886.19,2513.11,1373.08,Debit Card
ORD00627,2024-03-11,CUST0442,East,Electronics,Laptop,1,1480.3,0.06,1391.48,874.38,517.1,Credit Card
ORD00628,2024-01-25,CUST0156,Central,Furniture,Cabinet,8,1397.88,0.01,11071.21,7102.81,3968.4,Net Banking
ORD00629,2024-07-11,CUST0237,East,Office Supplies,Notebook,2,500.01,0.24,760.02,561.1,198.92,Debit Card
ORD00630,2024-02-24,CUST0468,West,Office Supplies,Notebook,3,142.21,0.04,409.56,247.31,162.25,Net Banking
ORD00631,2025-01-05,CUST0373,Central,Electronics,Laptop,2,468.77,0.24,712.53,556.23,156.3,Credit Card
ORD00632,2024-04-27,CUST0191,South,Accessories,USB Hub,9,29.15,0.2,209.88,164.11,45.77,Debit Card
ORD00633,2025-07-27,CUST0100,East,Electronics,Keyboard,4,1186.54,0.01,4698.7,2992.83,1705.87,Credit Card
ORD00634,2025-07-04,CUST0036,Central,Electronics,Laptop,7,1303.42,0.24,6934.19,3694.89,3239.3,Net Banking
ORD00635,2024-07-14,CUST0307,Central,Furniture,Chair,9,1282.91,0.12,10160.65,6717.57,3443.08,Debit Card
ORD00636,2025-12-15,CUST0099,North,Furniture,Chair,9,1008.64,0.03,8805.43,6587.75,2217.68,Credit Card
ORD00637,2025-12-26,CUST0283,East,Electronics,Keyboard,9,1177.03,0.12,9322.08,6785.59,2536.49,Credit Card
ORD00638,2024-02-16,CUST0379,East,Office Supplies,Pen Set,4,372.67,0.06,1401.24,877.98,523.26,Net Banking
ORD00639,2024-01-27,CUST0220,South,Furniture,Chair,7,776.42,0.11,4837.1,3813.76,1023.34,UPI
ORD00640,2024-06-10,CUST0327,West,Accessories,USB Hub,1,862.43,0.22,672.7,440.0,232.7,Debit Card
ORD00641,2024-07-18,CUST0255,East,Furniture,Cabinet,6,408.48,0.15,2083.25,1461.11,622.14,UPI
ORD00642,2025-02-12,CUST0412,West,Furniture,Chair,5,780.65,0.17,3239.7,2407.44,832.26,Debit Card
ORD00643,2024-11-06,CUST0068,North,Accessories,USB Hub,6,414.82,0.03,2414.25,1281.03,1133.22,Credit Card
ORD00644,2024-12-23,CUST0380,West,Electronics,Keyboard,9,90.91,0.24,621.82,434.59,187.23,UPI
ORD00645,2024-07-14,CUST0327,North,Accessories,Webcam,2,678.17,0.14,1166.45,926.36,240.09,UPI
ORD00646,2024-02-14,CUST0314,East,Electronics,Keyboard,7,754.14,0.0,5278.98,3284.75,1994.23,Debit Card
ORD00647,2024-08-01,CUST0342,South,Electronics,Monitor,6,1268.84,0.12,6699.48,3524.97,3174.51,UPI
ORD00648,2024-08-18,CUST0088,North,Electronics,Keyboard,1,937.95,0.14,806.64,398.46,408.18,Net Banking
ORD00649,2025-12-23,CUST0277,West,Accessories,Webcam,3,628.49,0.18,1546.09,813.41,732.68,Net Banking
ORD00650,2024-11-05,CUST0291,West,Electronics,Keyboard,3,1204.2,0.06,3395.84,1608.99,1786.85,Credit Card
ORD00651,2025-02-23,CUST0232,North,Office Supplies,Pen Set,4,1124.97,0.0,4499.88,3039.98,1459.9,UPI
ORD00652,2024-12-13,CUST0171,East,Accessories,Mouse,9,1489.56,0.19,10858.89,5744.83,5114.06,Debit Card
ORD00653,2025-08-03,CUST0084,Central,Office Supplies,Printer Paper,7,1296.07,0.2,7257.99,5765.51,1492.48,Credit Card
ORD00654,2024-02-26,CUST0040,Central,Electronics,Laptop,5,862.1,0.13,3750.13,2288.66,1461.47,UPI
ORD00655,2024-07-02,CUST0394,South,Furniture,Bookshelf,8,513.99,0.14,3536.25,2691.62,844.63,Net Banking
ORD00656,2024-03-06,CUST0070,North,Electronics,Monitor,3,95.72,0.06,269.93,167.95,101.98,UPI
ORD00657,2025-12-11,CUST0039,North,Office Supplies,Pen Set,4,497.76,0.06,1871.58,1146.15,725.43,Credit Card
ORD00658,2025-10-03,CUST0214,West,Office Supplies,Stapler,6,1067.28,0.03,6211.57,4482.0,1729.57,Credit Card
ORD00659,2025-09-17,CUST0239,Central,Accessories,USB Hub,1,1254.8,0.14,1079.13,729.75,349.38,UPI
ORD00660,2025-10-11,CUST0079,South,Furniture,Chair,6,146.2,0.22,684.22,427.44,256.78,UPI
ORD00661,2025-09-01,CUST0156,South,Accessories,Laptop Stand,2,346.08,0.03,671.4,439.61,231.79,Debit Card
ORD00662,2024-10-27,CUST0148,Central,Office Supplies,Notebook,9,415.37,0.23,2878.51,1734.26,1144.25,UPI
ORD00663,2025-04-15,CUST0476,South,Electronics,Monitor,7,220.78,0.07,1437.28,840.48,596.8,Credit Card
ORD00664,2024-06-27,CUST0039,West,Furniture,Bookshelf,3,1109.16,0.07,3094.56,2084.77,1009.79,Debit Card
ORD00665,2025-03-17,CUST0203,East,Electronics,Keyboard,8,433.11,0.23,2667.96,1223.59,1444.37,Credit Card
ORD00666,2024-04-20,CUST0338,East,Electronics,Laptop,7,1462.17,0.24,7778.74,3678.15,4100.59,Credit Card
ORD00667,2024-02-12,CUST0486,West,Furniture,Bookshelf,3,818.0,0.06,2306.76,1658.0,648.76,UPI
ORD00668,2025-08-03,CUST0265,South,Accessories,USB Hub,3,163.59,0.02,480.95,316.2,164.75,Debit Card
ORD00669,2025-05-16,CUST0085,North,Electronics,Headphones,6,1394.26,0.16,7027.07,3928.68,3098.39,UPI
ORD00670,2024-12-11,CUST0230,West,Office Supplies,Printer Paper,1,1471.95,0.17,1221.72,899.08,322.64,Debit Card
ORD00671,2025-02-24,CUST0259,West,Electronics,Headphones,5,205.37,0.16,862.55,400.16,462.39,UPI
ORD00672,2024-06-03,CUST0166,South,Furniture,Bookshelf,8,1474.94,0.12,10383.58,7832.06,2551.52,Debit Card
ORD00673,2025-09-20,CUST0199,Central,Furniture,Chair,6,1261.48,0.22,5903.73,3159.16,2744.57,Net Banking
ORD00674,2024-02-27,CUST0302,South,Furniture,Bookshelf,6,1234.35,0.19,5998.94,2801.91,3197.03,Credit Card
ORD00675,2025-08-14,CUST0292,West,Accessories,Mouse,9,155.2,0.19,1131.41,739.78,391.63,Credit Card
ORD00676,2025-09-05,CUST0412,Central,Electronics,Monitor,5,104.36,0.15,443.53,330.04,113.49,Credit Card
ORD00677,2025-06-24,CUST0435,North,Accessories,Mouse,9,440.41,0.25,2972.77,2343.42,629.35,UPI
ORD00678,2025-11-06,CUST0361,East,Accessories,Laptop Stand,8,1117.69,0.17,7421.46,3874.44,3547.02,Debit Card
ORD00679,2025-03-01,CUST0436,North,Furniture,Chair,2,1020.77,0.21,1612.82,1269.22,343.6,Debit Card
ORD00680,2025-05-20,CUST0082,South,Furniture,Desk,3,911.34,0.08,2515.3,1815.83,699.47,Net Banking
ORD00681,2024-07-27,CUST0251,North,Accessories,Webcam,5,755.9,0.24,2872.42,1594.13,1278.29,Credit Card
ORD00682,2025-05-06,CUST0301,South,Electronics,Headphones,9,266.43,0.18,1966.25,1005.86,960.39,Credit Card
ORD00683,2024-01-16,CUST0059,North,Office Supplies,Notebook,8,233.48,0.19,1512.95,945.92,567.03,UPI
ORD00684,2025-08-02,CUST0299,Central,Accessories,Webcam,9,539.15,0.21,3833.36,2387.0,1446.36,UPI
ORD00685,2024-11-10,CUST0039,East,Electronics,Laptop,2,1476.22,0.23,2273.38,1067.14,1206.24,Net Banking
ORD00686,2025-03-30,CUST0416,West,Furniture,Bookshelf,1,1345.81,0.03,1305.44,887.43,418.01,Net Banking
ORD00687,2024-02-25,CUST0035,West,Furniture,Chair,5,1419.66,0.17,5891.59,3273.1,2618.49,Credit Card
ORD00688,2024-11-02,CUST0022,East,Electronics,Keyboard,9,781.88,0.13,6122.12,2984.7,3137.42,Credit Card
ORD00689,2024-06-29,CUST0466,South,Office Supplies,Pen Set,5,164.46,0.04,789.41,610.46,178.95,Net Banking
ORD00690,2025-09-06,CUST0047,Central,Furniture,Desk,2,815.17,0.17,1353.18,932.25,420.93,Debit Card
ORD00691,2025-04-23,CUST0462,North,Furniture,Chair,5,657.86,0.13,2861.69,1428.58,1433.11,Credit Card
